Ticker,Empresa,Razão Social,Situação Registro,Situação Emissor,Segmento de Listagem,Atividade,Ação,Data da Cotação,Tipo de Ação,Último Preço de Fechamento,Fator de Cotação,Volume Financeiro Transacionado,Último Demonstrativo Financeiro,Setor,Subsetor,Segmento,Participação em Índices,Preço/Lucro,Preço/VPA,Preço/Receita Líquida,Preço/FCO,Preço/FCF,Preço/Ativo Total,Preço/EBIT,Preço/Capital Giro,Preço/NCAV,EV/EBIT,EV/EBITDA,EV/Receita Líquida,EV/FCO,EV/FCF,EV/Ativo Total,Market Cap Empresa,Enterprise Value,Data Demonstração Financeira Atual,Preço Atual da Ação,Data do Preço da Ação,Dividend Yield,Receita Líquida,Resultado Bruto,EBIT,Depreciação e Amortização,EBITDA,Lucro Líquido,Lucro/Ação,Menor Preço 52 semanas,Maior Preço 52 semanas,Variação 2024,Variação 1 ano,Variação 2 anos(total),Variação 2 anos(anual),Variação 3 anos(total),Variação 3 anos(anual),Variação 4 anos(total),Variação 4 anos(anual),Variação 5 anos(total),Variação 5 anos(anual),Volume Diário Médio (3 meses),Retorno s/ Capital Tangível Inicial,Retorno s/ Capital Investido Inicial,Retorno s/ Capital Tangível Inicial Pré-Impostos,Retorno s/ Capital Investido Inicial Pré-Impostos,Retorno s/ Patrimônio Líquido Inicial,Retorno s/ Ativo Inicial,Margem Bruta,Margem Líquida,Margem EBIT,Margem EBITDA,Giro do Ativo Inicial,Alavancagem Financeira,Passivo/Patrimônio Líquido,Dívida Líquida/EBITDA,Caixa e Equivalentes de Caixa,Ativo Total,Dívida de Curto Prazo,Dívida de Longo Prazo,Dívida Bruta,Dívida Líquida,Patrimônio Líquido,Valor Patrimonial da Ação,Ações Ordinárias,Ações Preferenciais,Total,Ações Ordinárias em Tesouraria,Ações Preferenciais em Tesouraria,Total em Tesouraria,Ações Ordinárias (Exceto Tesouraria),Ações Preferenciais (Exceto Tesouraria),Total (Exceto Tesouraria),Fluxo de Caixa Operacional,Fluxo de Caixa de Investimentos,Fluxo de Caixa de Financiamentos,Aumento (Redução) de Caixa e Equivalentes,CAPEX 3 meses,Fluxo de Caixa Livre 3 meses,CAPEX 12 meses,Fluxo de Caixa Livre 12 meses,Receita de Intermediação Financeira,Resultado Bruto de Intermediação Financeira,Receita de Prestação de Serviços,Não existem dados para este código de negociação,Dados existentes para códigos de negociação abaixo:,Sem dados para mostrar,Ordinária,Preferencial,Unit
MILS3,MILLS,MILLS LOCAÇÃO. SERVIÇOS E LOGÍSTICA S.A,ATIVO,FASE OPERACIONAL,Novo Mercado,Locação e venda de peças. máquinas e equipamentos pesados,MILS3,14/10/2024,ON,"R$ 10,68",1 Ação,"R$ 22,72 M",ITR - 30/06/2024,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais,"IBRA, IGC, IGCT, IGNM, INDX, ITAG, SMLL","8,93","1,74","1,78","32,08","55,24","0,72","5,28","3,36","-1,94","7,44","5,07","2,50","45,22","77,86","1,02","R$ 2,55 B","R$ 3,60 B",30/06/2024,"R$ 10,68",14/10/2024,"4,36%","R$ 370,13 M","R$ 233,03 M","R$ 119,79 M","- R$ 56,33 M","R$ 176,12 M","R$ 70,89 M","R$ 0,29","R$ 9,84","R$ 13,54","-16,51%","1,59%","-11,51%","-5,92%","103,30%","26,65%","96,92%","18,45%","73,16%","11,59%","R$ 9,45 M","18,25%","17,10%","27,65%","25,90%","21,39%","10,76%","63,04%","19,88%","33,65%","49,32%","0,54","2,42","1,42","1,47","R$ 600,45 M","R$ 3,54 B","R$ 293,50 M","R$ 1,35 B","R$ 1,65 B","R$ 1,05 B","R$ 1,46 B","R$ 6,00",244.151.000,0,244.151.000,9.690.000,0,9.690.000,234.461.000,0,234.461.000,"- R$ 124,13 M","- R$ 190,76 M","R$ 222,82 M","- R$ 92,07 M","- R$ 9,74 M","- R$ 133,86 M","- R$ 33,38 M","R$ 46,24 M",,,,,,,,,
MLAS3,MULTILASER,GRUPO MULTI S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Fabricação de periféricos para equipamentos de informática,MLAS3,14/10/2024,ON,"R$ 1,62",1 Ação,"R$ 2,90 M",ITR - 30/06/2024,Tecnologia da Informação,Computadores e Equipamentos,Computadores e Equipamentos,"IBRA, IGC, IGCT, IGNM, INDX, ITAG, SMLL","-2,02","0,43","0,40","1,77",NA,"0,26","-2,83","0,53","3,25","-2,16","-2,53","0,30","1,35",NA,"0,20","R$ 1,33 B","R$ 1,02 B",30/06/2024,"R$ 1,62",14/10/2024,"0,00%","R$ 884,92 M","R$ 194,26 M","R$ 14,86 M","- R$ 14,91 M","R$ 29,77 M","- R$ 52,23 M","- R$ 0,06","R$ 1,49","R$ 2,60","-17,77%","-31,36%","-70,33%","-45,48%","-80,06%","-41,55%",-,-,-,-,"R$ 6,18 M","-6,99%","-7,86%","-10,59%","-11,90%","-17,53%","-10,10%","10,14%","-19,71%","-14,08%","-12,00%","0,51","1,67","0,67","0,78","R$ 1,02 B","R$ 5,17 B","R$ 334,51 M","R$ 374,40 M","R$ 708,91 M","- R$ 313,71 M","R$ 3,09 B","R$ 3,77",820.539.225,0,820.539.225,11.676.585,0,11.676.585,808.862.640,0,808.862.640,"R$ 99,35 M","- R$ 8,70 M","- R$ 22,36 M","R$ 72,52 M",NA,NA,NA,NA,,,,,,,,,
MMAQ3,MINASMAQUINA,MINASMAQUINAS S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,COMÉRCIO DE VEÍCULOS. PEÇAS E SERVIÇOS (CONCESSIONÁRIA MERCEDES-BENZ),MMAQ3,NA,ON,NA,NA,NA,ITR - 30/06/2024,Bens Industriais,Comércio,Material de Transporte,-,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3,08","2,65","0,12","1,57","2,07","0,24","R$ 8,45 M","R$ 138,91 M",30/06/2024,"R$ 0,00",//0,"0,00%","R$ 316,43 M","R$ 19,70 M","R$ 9,65 M","- R$ 2,03 M","R$ 11,68 M","R$ 6,61 M","R$ 150,27",,,,,,,,,,,,,,"7,26%","6,84%","11,00%","10,36%","12,11%","5,65%","6,30%","2,64%","3,98%","4,63%","2,14","2,14","1,14","2,49","R$ 56,40 M","R$ 577,36 M","R$ 180,70 M","R$ 6,16 M","R$ 186,86 M","R$ 130,45 M","R$ 270,06 M","R$ 6,14 mil",22.000,22.000,44.000,1.000,2.000,3.000,21.000,20.000,41.000,"R$ 64,80 M","- R$ 8,09 M","- R$ 37,59 M","R$ 19,13 M","- R$ 8,09 M","R$ 56,71 M","- R$ 21,41 M","R$ 66,96 M",,,,,,,,,
MMAQ4,MINASMAQUINA,MINASMAQUINAS S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,COMÉRCIO DE VEÍCULOS. PEÇAS E SERVIÇOS (CONCESSIONÁRIA MERCEDES-BENZ),MMAQ4,10/12/2003,PN,"R$ 200,06",1 Ação,"R$ 2,80 mil",ITR - 30/06/2024,Bens Industriais,Comércio,Material de Transporte,-,"0,28","0,03","0,01","0,10","0,13","0,01","0,19","0,05","-0,06","3,08","2,65","0,12","1,57","2,07","0,24","R$ 8,45 M","R$ 138,91 M",30/06/2024,"R$ 200,06",10/12/2003,"1,16%","R$ 316,43 M","R$ 19,70 M","R$ 9,65 M","- R$ 2,03 M","R$ 11,68 M","R$ 6,61 M","R$ 150,27","R$ 0,00","R$ 0,00",-,-,-,-,-,-,-,-,-,-,"R$ 0,00","7,26%","6,84%","11,00%","10,36%","12,11%","5,65%","6,30%","2,64%","3,98%","4,63%","2,14","2,14","1,14","2,49","R$ 56,40 M","R$ 577,36 M","R$ 180,70 M","R$ 6,16 M","R$ 186,86 M","R$ 130,45 M","R$ 270,06 M","R$ 6,14 mil",22.000,22.000,44.000,1.000,2.000,3.000,21.000,20.000,41.000,"R$ 64,80 M","- R$ 8,09 M","- R$ 37,59 M","R$ 19,13 M","- R$ 8,09 M","R$ 56,71 M","- R$ 21,41 M","R$ 66,96 M",,,,,,,,,
MNDL3,MUNDIAL,MUNDIAL S.A. - PRODUTOS DE CONSUMO,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Componentes diversos para Indústria de calçados confecções. artigos de cuidados pessoais e de cultelaria.,MNDL3,09/10/2024,ON,"R$ 16,80",1 Ação,"R$ 33,55 mil",ITR - 30/06/2024,Consumo Cíclico,Tecidos. Vestuário e Calçados,Acessórios,-,"-9,09","1,06","0,19","-3,54","-2,44","0,12","1,51","-1,14","-0,12","5,54","4,86","0,69","-13,03","-8,96","0,44","R$ 166,67 M","R$ 613,51 M",30/06/2024,"R$ 16,80",09/10/2024,"0,00%","R$ 224,76 M","R$ 87,68 M","R$ 27,58 M","- R$ 3,89 M","R$ 31,46 M","R$ 633,00 mil","R$ 0,06","R$ 9,75","R$ 16,80","27,76%","20,09%","113,33%","46,36%","14,48%","4,63%","197,35%","31,41%","82,66%","12,80%","R$ 26,30 mil","7,29%","13,32%","11,05%","20,18%","-10,79%","-1,42%","38,67%","-2,06%","12,40%","14,15%","0,69","8,89","7,89","3,54","R$ 2,90 M","R$ 1,39 B","R$ 421,23 M","R$ 28,50 M","R$ 449,74 M","R$ 446,84 M","R$ 156,51 M","R$ 15,78",9.921.040,0,9.921.040,3.080,0,3.080,9.917.960,0,9.917.960,"- R$ 19,55 M","- R$ 4,06 M","R$ 24,81 M","R$ 1,20 M","- R$ 4,06 M","- R$ 23,61 M","- R$ 21,34 M","- R$ 68,44 M",,,,,,,,,
MNPR3,MINUPAR,MINUPAR PARTICIPACOES S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Participação em outras empresas. bem como criação. abate. industrialização. comercialização. importação e exportação de carnes e produtos derivados de aves. e prestação de serviços a terceiros.,MNPR3,14/10/2024,ON,"R$ 18,62",1 Ação,"R$ 117,00 mil",ITR - 30/06/2024,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados,-,"323,24","-0,40","0,39","4,95","63,29","0,40","4,48","-0,35","-0,13","4,47","3,47","0,39","4,93","63,11","0,40","R$ 132,20 M","R$ 131,83 M",30/06/2024,"R$ 18,62",14/10/2024,"0,00%","R$ 69,16 M","R$ 13,59 M","- R$ 6,10 M","- R$ 1,92 M","- R$ 4,18 M","- R$ 11,79 M","- R$ 1,66","R$ 10,20","R$ 22,89","-1,22%","21,30%","186,46%","69,13%","96,21%","25,16%","218,29%","33,54%","226,67%","26,68%","R$ 39,59 mil","-8,35%","-5,95%","-12,65%","-9,02%","-0,12%","0,13%","23,59%","0,12%","8,69%","11,19%","1,05","-1,02","-2,02","-0,01","R$ 424,00 mil","R$ 332,61 M","R$ 28,00 mil","R$ 24,00 mil","R$ 52,00 mil","- R$ 372,00 mil","- R$ 326,81 M","- R$ 46,03",7.100.000,0,7.100.000,0,0,0,7.100.000,0,7.100.000,"R$ 9,70 M","- R$ 8,36 M","- R$ 1,03 M","R$ 312,00 mil","- R$ 8,11 M","R$ 1,59 M","- R$ 24,64 M","R$ 2,09 M",,,,,,,,,
MNZC3,MENEZES CORT,TERMINAL GARAGEM MENEZES CORTES S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,,MNZC3,NA,ON,NA,NA,NA,ITR - 30/06/2024,Financeiro,Exploração de Imóveis,Exploração de Imóveis,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNZC3B,,
MOAR3,MONT ARANHA,MONTEIRO ARANHA S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Holding - Participação Societária,MOAR3,02/10/2024,ON,"R$ 399,51",1 Ação,"R$ 187,30 mil",ITR - 30/06/2024,Financeiro,Holdings Diversificadas,Holdings Diversificadas,-,"14,78","3,20","0,00","-61,63","-61,12","1,67","19,91","3,70","-64,62","19,44","19,38","0,00","-60,20","-59,69","1,63","R$ 4,89 B","R$ 4,78 B",30/06/2024,"R$ 399,51",02/10/2024,"4,36%","R$ 0,00","R$ 0,00","- R$ 120,18 M","- R$ 167,00 mil","- R$ 120,01 M","- R$ 51,35 M","- R$ 4,19","R$ 355,88","R$ 399,94","3,98%","7,63%","-7,11%","-3,66%","10,76%","3,50%","144,37%","25,24%","202,58%","24,85%","R$ 3,49 mil","6,27%","7,84%","9,50%","11,88%","21,28%","11,14%","0,00%","0,00%","0,00%","0,00%","0,00","1,91","0,91","-0,46","R$ 779,93 M","R$ 2,93 B","R$ 117,84 M","R$ 548,07 M","R$ 665,90 M","- R$ 114,03 M","R$ 1,53 B","R$ 124,93",12.251.221,0,12.251.221,0,0,0,12.251.221,0,12.251.221,"- R$ 4,55 M","- R$ 12,43 M","- R$ 23,33 M","- R$ 40,31 M","R$ 0,00","- R$ 4,55 M","- R$ 673,00 mil","- R$ 80,09 M",,,,,,,,,
MOVI3,MOVIDA,MOVIDA PARTICIPACOES SA,ATIVO,FASE OPERACIONAL,Novo Mercado,Aluguel de carros e gestão de frotas,MOVI3,14/10/2024,ON,"R$ 5,71",1 Ação,"R$ 27,00 M",ITR - 30/06/2024,Consumo Cíclico,Diversos,Aluguel de carros,"IBRA, IBRX, ICO2, ICON, IGC, IGCT, IGNM, ISE, ITAG, SMLL","-3,67","0,83","0,18","-0,64","-0,60","0,07","1,37","-6,23","-0,08","12,76","4,90","1,66","-6,02","-5,65","0,70","R$ 2,07 B","R$ 19,32 B",30/06/2024,"R$ 5,71",14/10/2024,"0,00%","R$ 3,44 B","R$ 970,01 M","R$ 627,29 M","- R$ 522,06 M","R$ 1,15 B","R$ 42,55 M","R$ 0,12","R$ 5,48","R$ 12,35","-48,56%","-42,44%","-55,80%","-33,48%","-63,15%","-28,29%","-64,25%","-22,66%","-55,91%","-15,09%","R$ 29,01 M","5,48%","6,04%","8,31%","9,14%","-18,32%","-2,67%","25,44%","-4,85%","13,03%","33,94%","0,55","11,06","10,06","4,38","R$ 674,84 M","R$ 27,68 B","R$ 1,34 B","R$ 16,59 B","R$ 17,93 B","R$ 17,25 B","R$ 2,50 B","R$ 6,91",362.302.086,0,362.302.086,4.428.456,0,4.428.456,357.873.630,0,357.873.630,"- R$ 831,94 M","- R$ 67,50 M","R$ 1,10 B","R$ 199,57 M","- R$ 67,52 M","- R$ 899,46 M","- R$ 210,22 M","- R$ 3,42 B",,,,,,,,,
MRFG3,MARFRIG,MARFRIG GLOBAL FOODS S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Produção e distribuição de alimentos à base de carne bovina. suína. ovina e avícola. in natura. elaborados e processados. couros semi-terminados e terminados. além de outros produtos alimentícios.,MRFG3,14/10/2024,ON,"R$ 13,17",1 Ação,"R$ 60,67 M",ITR - 30/06/2024,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados,"AGFS, IBOVESPA, IBRA, IBRX, ICO2, ICON, IGC, IGCT, IGNM, INDX, ITAG, IVBX, SMLL","313,07","2,11","0,09","0,91","1,04","0,09","3,00","1,03","-0,10","17,04","6,24","0,49","5,15","5,93","0,49","R$ 11,93 B","R$ 67,78 B",30/06/2024,"R$ 13,17",14/10/2024,"0,00%","R$ 36,06 B","R$ 4,86 B","R$ 1,53 B","- R$ 1,76 B","R$ 3,29 B","R$ 75,36 M","R$ 0,08","R$ 6,28","R$ 14,99","36,48%","92,26%","45,59%","20,63%","-38,52%","-14,96%","19,47%","4,54%","59,32%","9,75%","R$ 71,60 M","3,38%","4,34%","5,11%","6,57%","0,94%","0,03%","12,18%","0,03%","2,89%","7,88%","1,08","24,52","23,52","5,14","R$ 5,49 B","R$ 138,37 B","R$ 8,07 B","R$ 53,26 B","R$ 61,33 B","R$ 55,84 B","R$ 5,64 B","R$ 6,05",932.000.000,0,932.000.000,31.506.902,0,31.506.902,900.493.098,0,900.493.098,"R$ 2,54 B","- R$ 1,03 B","- R$ 719,57 M","R$ 1,80 B","- R$ 445,87 M","R$ 2,09 B","- R$ 1,73 B","R$ 11,43 B",,,,,,,,,
MRSA3B,MRS LOGIST,MRS LOGISTICA S.A.,ATIVO,FASE OPERACIONAL,Balcão Organizado,Serviços de Transporte Ferroviário de Cargas,MRSA3B,09/10/2024,ON,"R$ 29,50",1 Ação,"R$ 26,60 mil",ITR - 30/06/2024,Bens Industriais,Transporte,Transporte Ferroviário,-,"7,18","1,41","1,41","3,12","7,76","0,57","3,56","8,62","-1,07","4,68","3,49","1,86","4,10","10,21","0,75","R$ 9,74 B","R$ 13,12 B",30/06/2024,"R$ 29,50",09/10/2024,"0,00%","R$ 1,85 B","R$ 878,43 M","R$ 692,23 M","- R$ 248,66 M","R$ 940,88 M","R$ 354,71 M","R$ 1,05","R$ 23,15","R$ 32,99","17,72%","17,72%","28,26%","13,31%","-17,37%","-5,92%","-6,88%","-1,76%","166,97%","21,08%","R$ 3,66 mil","16,05%","19,98%","24,32%","30,28%","23,18%","9,44%","48,00%","19,65%","39,61%","53,16%","0,48","2,48","1,48","0,90","R$ 2,62 B","R$ 17,51 B","R$ 384,00 M","R$ 5,61 B","R$ 6,00 B","R$ 3,37 B","R$ 7,06 B","R$ 20,88",187.210.000,150.767.000,337.977.000,0,0,0,187.210.000,150.767.000,337.977.000,"R$ 715,82 M","- R$ 483,45 M","- R$ 661,37 M","- R$ 429,00 M","- R$ 476,09 M","R$ 239,72 M","- R$ 1,92 B","R$ 1,28 B",,,,,,,,,
MRSA5B,MRS LOGIST,MRS LOGISTICA S.A.,ATIVO,FASE OPERACIONAL,Balcão Organizado,Serviços de Transporte Ferroviário de Cargas,MRSA5B,25/09/2024,PNA,"R$ 28,00",1 Ação,"R$ 2,80 mil",ITR - 30/06/2024,Bens Industriais,Transporte,Transporte Ferroviário,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 22,06","R$ 30,00","21,42%","11,73%","12,00%","5,90%","-38,37%","-14,27%","40,00%","8,42%","179,72%","22,37%","R$ 666,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRSA3B,MRSA6B,
MRSA6B,MRS LOGIST,MRS LOGISTICA S.A.,ATIVO,FASE OPERACIONAL,Balcão Organizado,Serviços de Transporte Ferroviário de Cargas,MRSA6B,09/10/2024,PNB,"R$ 28,00",1 Ação,"R$ 5,60 mil",ITR - 30/06/2024,Bens Industriais,Transporte,Transporte Ferroviário,-,"6,81","1,34","1,34","2,96","7,36","0,54","3,38","8,18","-1,02","4,68","3,49","1,86","4,10","10,21","0,75","R$ 9,74 B","R$ 13,12 B",30/06/2024,"R$ 28,00",09/10/2024,"0,00%","R$ 1,85 B","R$ 878,43 M","R$ 692,23 M","- R$ 248,66 M","R$ 940,88 M","R$ 354,71 M","R$ 1,05","R$ 22,02","R$ 32,99","21,42%","5,66%","33,33%","14,80%","-20,00%","-6,76%","40,00%","8,34%","153,16%","19,83%","R$ 1,20 mil","16,05%","19,98%","24,32%","30,28%","23,18%","9,44%","48,00%","19,65%","39,61%","53,16%","0,48","2,48","1,48","0,90","R$ 2,62 B","R$ 17,51 B","R$ 384,00 M","R$ 5,61 B","R$ 6,00 B","R$ 3,37 B","R$ 7,06 B","R$ 20,88",187.210.000,150.767.000,337.977.000,0,0,0,187.210.000,150.767.000,337.977.000,"R$ 715,82 M","- R$ 483,45 M","- R$ 661,37 M","- R$ 429,00 M","- R$ 476,09 M","R$ 239,72 M","- R$ 1,92 B","R$ 1,28 B",,,,,,,,,
MRVE3,MRV,MRV ENGENHARIA E PARTICIPACOES S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Atividades de Incorporação e Construção,MRVE3,14/10/2024,ON,"R$ 7,46",1 Ação,"R$ 91,75 M",ITR - 30/06/2024,Consumo Cíclico,Construção Civil,Incorporações,"IBOVESPA, IBRA, IBRX, IBRX50, ICO2, ICON, IGC, IGCT, IGNM, IMOB, INDX, ISE, ITAG, IVBX, SMLL","-8,71","0,63","0,52","-4,70","-3,70","0,16","19,75","0,77","-0,28","56,54","33,09","1,48","-13,46","-10,59","0,44","R$ 4,20 B","R$ 12,02 B",30/06/2024,"R$ 7,46",14/10/2024,"0,00%","R$ 2,29 B","R$ 604,95 M","R$ 150,35 M","- R$ 38,05 M","R$ 188,40 M","- R$ 71,33 M","- R$ 0,13","R$ 6,32","R$ 11,23","-30,41%","-17,48%","-29,02%","-15,73%","-36,00%","-13,81%","-54,28%","-17,76%","-52,13%","-13,68%","R$ 86,75 M","0,74%","1,04%","1,12%","1,57%","-8,01%","-2,07%","25,00%","-5,95%","2,62%","4,48%","0,35","4,07","3,07","21,53","R$ 449,16 M","R$ 27,07 B","R$ 2,35 B","R$ 5,92 B","R$ 8,27 B","R$ 7,82 B","R$ 6,64 B","R$ 11,81",562.827.000,0,562.827.000,1.000,0,1.000,562.826.000,0,562.826.000,"- R$ 210,04 M","R$ 67,81 M","- R$ 14,66 M","- R$ 136,02 M","- R$ 75,87 M","- R$ 285,91 M","- R$ 241,66 M","- R$ 1,13 B",,,,,,,,,
MSPA3,MELHOR SP,CIA MELHORAMENTOS DE SAO PAULO,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,,MSPA3,22/08/2024,ON,"R$ 42,00",1 Ação,"R$ 358,61 mil",ITR - 30/06/2024,Materiais Básicos,Madeira e Papel,Papel e Celulose,-,"89,76","0,32","1,73","3,93","-34,38","0,19","14,58","6,67","-0,49","20,67","7,54","2,45","5,57","-48,72","0,27","R$ 264,60 M","R$ 381,22 M",30/06/2024,"R$ 42,00",22/08/2024,"0,69%","R$ 37,24 M","R$ 11,39 M","R$ 587,00 mil","- R$ 3,20 M","R$ 3,79 M","R$ 859,00 mil","R$ 0,13","R$ 42,00","R$ 45,89","-8,48%",-,-,-,"-12,37%","-4,19%","-12,80%","-3,44%","-9,93%","-2,03%","R$ 5,58 mil","0,93%","1,32%","1,40%","2,00%","0,36%","0,21%","40,53%","1,93%","11,86%","32,49%","0,11","1,71","0,71","2,31","R$ 41,20 M","R$ 1,42 B","R$ 26,67 M","R$ 131,15 M","R$ 157,82 M","R$ 116,62 M","R$ 833,01 M","R$ 130,08",5.631.000,773.000,6.404.000,2.000,4.000,6.000,5.629.000,769.000,6.398.000,"R$ 3,01 M","- R$ 22,86 M","R$ 12,24 M","- R$ 7,60 M","- R$ 22,57 M","- R$ 19,56 M","- R$ 76,27 M","- R$ 7,82 M",,,,,,,,,
MSPA4,MELHOR SP,CIA MELHORAMENTOS DE SAO PAULO,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,,MSPA4,22/08/2024,PN,"R$ 36,30",1 Ação,"R$ 43,56 mil",ITR - 30/06/2024,Materiais Básicos,Madeira e Papel,Papel e Celulose,-,"77,58","0,28","1,50","3,40","-29,72","0,16","12,61","5,77","-0,42","20,67","7,54","2,45","5,57","-48,72","0,27","R$ 264,60 M","R$ 381,22 M",30/06/2024,"R$ 36,30",22/08/2024,"0,88%","R$ 37,24 M","R$ 11,39 M","R$ 587,00 mil","- R$ 3,20 M","R$ 3,79 M","R$ 859,00 mil","R$ 0,13","R$ 36,30","R$ 39,66","-8,46%","-8,46%","-11,32%","-5,69%","-18,51%","-6,42%","-12,90%","-3,48%","-24,92%","-5,71%","R$ 781,85","0,93%","1,32%","1,40%","2,00%","0,36%","0,21%","40,53%","1,93%","11,86%","32,49%","0,11","1,71","0,71","2,31","R$ 41,20 M","R$ 1,42 B","R$ 26,67 M","R$ 131,15 M","R$ 157,82 M","R$ 116,62 M","R$ 833,01 M","R$ 130,08",5.631.000,773.000,6.404.000,2.000,4.000,6.000,5.629.000,769.000,6.398.000,"R$ 3,01 M","- R$ 22,86 M","R$ 12,24 M","- R$ 7,60 M","- R$ 22,57 M","- R$ 19,56 M","- R$ 76,27 M","- R$ 7,82 M",,,,,,,,,
MTRE3,MITRE REALTY,MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,(a) Incorporação e comercialização de empreendimentos imobiliários de qualquer natureza. (b) loteamento de terrenos. (c) construção de condomínios,MTRE3,14/10/2024,ON,"R$ 3,73",1 Ação,"R$ 1,39 M",ITR - 30/06/2024,Consumo Cíclico,Construção Civil,Incorporações,"IBRA, ICON, IDIV, IGC, IGCT, IGNM, IMOB, ISE, ITAG, SMLL","13,68","0,40","0,36","4,99","3,62","0,19","5,67","0,36","36,95","10,69","8,61","0,68","9,40","6,83","0,36","R$ 394,54 M","R$ 743,99 M",30/06/2024,"R$ 3,73",14/10/2024,"4,73%","R$ 289,63 M","R$ 68,87 M","R$ 23,51 M","- R$ 6,36 M","R$ 29,87 M","R$ 12,32 M","R$ 0,12","R$ 3,28","R$ 6,11","-34,80%","0,92%","-14,41%","-7,48%","-37,89%","-14,67%","-66,96%","-24,17%",-,-,"R$ 2,60 M","2,84%","3,21%","4,31%","4,86%","2,81%","1,33%","21,13%","2,65%","6,38%","7,93%","0,50","2,10","1,10","4,04","R$ 230,53 M","R$ 2,05 B","R$ 309,75 M","R$ 270,23 M","R$ 579,98 M","R$ 349,45 M","R$ 977,12 M","R$ 9,24",105.774.820,0,105.774.820,0,0,0,105.774.820,0,105.774.820,"R$ 58,64 M","R$ 8,76 M","- R$ 26,15 M","R$ 41,26 M","R$ 2,94 M","R$ 61,58 M","R$ 12,23 M","R$ 108,99 M",,,,,,,,,
MTSA3,METISA,METISA METALURGICA TIMBOENSE S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Fabricação de máquinas e equipamentos para a agricultura e pecuária. peças e acessórios. exceto para irrigação.,MTSA3,25/06/2024,ON,"R$ 78,55",1 Ação,"R$ 15,68 mil",ITR - 30/06/2024,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Construção e Agrícolas,-,"13,36","1,53","1,45","8,94","11,88","1,23","16,01","2,06","3,10","9,10","6,91","0,83","5,08","6,75","0,70","R$ 504,78 M","R$ 392,22 M",30/06/2024,"R$ 78,55",25/06/2024,"2,29%","R$ 131,64 M","R$ 27,59 M","R$ 6,20 M","- R$ 3,50 M","R$ 9,70 M","R$ 4,36 M","R$ 0,50","R$ 77,85","R$ 77,85","0,00%","0,83%","20,06%","10,02%","33,77%","10,16%","160,13%","26,77%","311,23%","33,81%","R$ 0,00","8,34%","8,65%","12,64%","13,11%","12,38%","9,44%","21,91%","10,88%","9,08%","11,94%","0,87","1,25","0,25","-1,98","R$ 159,40 M","R$ 563,36 M","R$ 46,84 M","R$ 0,00","R$ 46,84 M","- R$ 112,56 M","R$ 451,03 M","R$ 51,31",4.212.530,4.577.200,8.789.730,0,41.600,41.600,4.212.530,4.535.600,8.748.130,"R$ 1,32 M","- R$ 6,26 M","R$ 9,42 M","R$ 4,49 M","- R$ 5,66 M","- R$ 4,34 M","- R$ 19,08 M","R$ 58,14 M",,,,,,,,,
